sql_statement
UPDATE executives SET category = 'Consulting / Services' WHERE current_company = 'Volkswagen Financial Services | U.S.';
UPDATE executives SET category = 'Manufacturing' WHERE current_company = 'Autobahn Volkswagen';
"UPDATE executives SET category = 'Nonprofit / Social Impact' WHERE current_company = 'Unity Homes, Inc.';"
UPDATE executives SET category = 'Telecommunications' WHERE current_company = 'Kiakia';
UPDATE executives SET category = 'Consumer Goods' WHERE current_company = 'HEBE LIFE';
UPDATE executives SET category = 'Manufacturing' WHERE current_company = 'Kiaora';
UPDATE executives SET category = 'Energy / Utilities' WHERE current_company = 'Gusto AmazÃ³nico';
UPDATE executives SET category = 'Insurance' WHERE current_company = 'Stellantis Insurance';
UPDATE executives SET category = 'Food & Beverage' WHERE current_company = 'Quoi Faire Ã  Bordeaux';
UPDATE executives SET category = 'Media & Entertainment' WHERE current_company = 'Fidelity Title';
UPDATE executives SET category = 'Food & Beverage' WHERE current_company = 'VALENTINI GROUP SRL';
UPDATE executives SET category = 'Aerospace / Defense' WHERE current_company = 'Cognizant Capital';
UPDATE executives SET category = 'Software / SaaS' WHERE current_company = 'Miro Sailing & Windsurfing Academy';
UPDATE executives SET category = 'Food & Beverage' WHERE current_company = 'AppleOne Employment Services';
UPDATE executives SET category = 'Consulting / Services' WHERE current_company = 'Visa Connect';
UPDATE executives SET category = 'Automotive' WHERE current_company = 'BYD by 1826';
UPDATE executives SET category = 'Software / SaaS' WHERE current_company = 'Intimacy Directors and Coordinators (IDC)';
UPDATE executives SET category = 'Software / SaaS' WHERE current_company = 'Rel8 | AWS Partner';
UPDATE executives SET category = 'Insurance' WHERE current_company = 'Valve';
UPDATE executives SET category = 'Financial Services' WHERE current_company = 'General Motors de MÃ©xico';
UPDATE executives SET category = 'Consumer Goods' WHERE current_company = 'L2 OÃœ';
UPDATE executives SET category = 'Food & Beverage' WHERE current_company = 'Unity MSK';
UPDATE executives SET category = 'Software / SaaS' WHERE current_company = 'BluBracket (acquired by HashiCorp)';
UPDATE executives SET category = 'Financial Services' WHERE current_company = 'Box UK';
UPDATE executives SET category = 'Financial Services' WHERE current_company = 'ACE Rent A Car';
UPDATE executives SET category = 'Cloud Computing' WHERE current_company = 'AJA Broadcom';
UPDATE executives SET category = 'Manufacturing' WHERE current_company = 'Johnson University';
UPDATE executives SET category = 'Education' WHERE current_company = 'Orange Mechanical';
UPDATE executives SET category = 'Legal Services' WHERE current_company = 'Royal FloraHolland';
UPDATE executives SET category = 'Software / SaaS' WHERE current_company = 'HCA Healthcare Physician Services';
UPDATE executives SET category = 'Cloud Computing' WHERE current_company = 'RedKnows';
UPDATE executives SET category = 'Pharmaceuticals' WHERE current_company = 'BP Inc';
UPDATE executives SET category = 'Consumer Goods' WHERE current_company = 'Satya Infosys';
UPDATE executives SET category = 'Media & Entertainment' WHERE current_company = 'SAP LeanIX';
UPDATE executives SET category = 'Software / SaaS' WHERE current_company = 'Aflac Digital Services K.K';
UPDATE executives SET category = 'Aerospace / Defense' WHERE current_company = 'Target MultimÃ­dia';
"UPDATE executives SET category = 'Automotive' WHERE current_company = 'Gerryâ€™s International, Licensee of FedEx';"
