sql_statement
UPDATE executives SET category = 'Telecommunications' WHERE current_company = 'AMWAY JAPAN G.K.';
UPDATE executives SET category = 'Consumer Goods' WHERE current_company = 'TCS Machinery & Services';
UPDATE executives SET category = 'Manufacturing' WHERE current_company = 'Nearpays Visa Cohort 3';
UPDATE executives SET category = 'Consumer Goods' WHERE current_company = 'Chimere';
UPDATE executives SET category = 'Consulting / Services' WHERE current_company = 'SAP Brokers';
UPDATE executives SET category = 'Consumer Goods' WHERE current_company = 'AWS';
UPDATE executives SET category = 'Education' WHERE current_company = 'Bloomberg TV Mongolia';
UPDATE executives SET category = 'Nonprofit / Social Impact' WHERE current_company = 'ROCHE EBEINE Trading LLC';
UPDATE executives SET category = 'Telecommunications' WHERE current_company = 'Gera̤̣o Moderna';
UPDATE executives SET category = 'Telecommunications' WHERE current_company = 'Toyota Financial Services Singapore';
UPDATE executives SET category = 'Healthcare' WHERE current_company = 'WHITED FORD TRUCK CENTER';
UPDATE executives SET category = 'Manufacturing' WHERE current_company = '3m5.';
UPDATE executives SET category = 'Automotive' WHERE current_company = 'Teslar Software';
UPDATE executives SET category = 'Consulting / Services' WHERE current_company = 'Blackstone Integrated Management Service';
UPDATE executives SET category = 'Energy / Utilities' WHERE current_company = 'Unilever Wellbeing Collective';
UPDATE executives SET category = 'Nonprofit / Social Impact' WHERE current_company = 'Lufthansa Group';
UPDATE executives SET category = 'Retail / E-Commerce' WHERE current_company = 'FedEx Services';
UPDATE executives SET category = 'Legal Services' WHERE current_company = 'oktan';
UPDATE executives SET category = 'Insurance' WHERE current_company = 'Galloway Johnson Tompkins Burr & Smith';
"UPDATE executives SET category = 'Automotive' WHERE current_company = 'BAE Systems, Inc.';"
UPDATE executives SET category = 'Consulting / Services' WHERE current_company = 'GEMCO Sealcoat & Stripe LLC';
UPDATE executives SET category = 'Retail / E-Commerce' WHERE current_company = 'Toyota Motor Europe';
UPDATE executives SET category = 'Media & Entertainment' WHERE current_company = 'Moderna Emprego';
UPDATE executives SET category = 'Pharmaceuticals' WHERE current_company = 'AWS Energy';
UPDATE executives SET category = 'Automotive' WHERE current_company = 'Volkswagen Group IT Solutions GmbH';
UPDATE executives SET category = 'Telecommunications' WHERE current_company = 'IDC Honeywell LED Lighting';
UPDATE executives SET category = 'Food & Beverage' WHERE current_company = 'Acer Pharmacy Ltd.';
UPDATE executives SET category = 'Aerospace / Defense' WHERE current_company = 'Marshall University';
"UPDATE executives SET category = 'Pharmaceuticals' WHERE current_company = 'Plaid, LLC';"
UPDATE executives SET category = 'Aerospace / Defense' WHERE current_company = 'Kia Worldwide';
UPDATE executives SET category = 'Consumer Goods' WHERE current_company = 'PERMA-PIPE';
"UPDATE executives SET category = 'Automotive' WHERE current_company = 'Surgery Ventures, powered by HCA Healthcare';"
UPDATE executives SET category = 'Automotive' WHERE current_company = 'Berkshire Hathaway HomeServices Spain';
UPDATE executives SET category = 'Financial Services' WHERE current_company = 'Palantir Security';
UPDATE executives SET category = 'Consumer Goods' WHERE current_company = 'ID_CORP';
UPDATE executives SET category = 'Consumer Goods' WHERE current_company = 'BP Leadership';
UPDATE executives SET category = 'Insurance' WHERE current_company = 'Amazon Bioprotein';
UPDATE executives SET category = 'Pharmaceuticals' WHERE current_company = 'TargetPilot AI';
UPDATE executives SET category = 'Nonprofit / Social Impact' WHERE current_company = 'Manuka | The Databricks People';
UPDATE executives SET category = 'Pharmaceuticals' WHERE current_company = 'Ford Office Technologies';
UPDATE executives SET category = 'Media & Entertainment' WHERE current_company = 'Fidelity National Home Warranty';
UPDATE executives SET category = 'Healthcare' WHERE current_company = 'Hyundai Hydrogen Mobility';
UPDATE executives SET category = 'Energy / Utilities' WHERE current_company = 'THIRSTY CATERPILLAR';
UPDATE executives SET category = 'Energy / Utilities' WHERE current_company = 'PT ELASTIC INNOVATION SOLUTIONS';
UPDATE executives SET category = 'Retail / E-Commerce' WHERE current_company = 'Workday 8';
UPDATE executives SET category = 'Insurance' WHERE current_company = 'Fidelity Creative';
UPDATE executives SET category = 'Aerospace / Defense' WHERE current_company = 'Amway';
UPDATE executives SET category = 'Retail / E-Commerce' WHERE current_company = 'AMD-Rendering';
UPDATE executives SET category = 'Automotive' WHERE current_company = 'Piper Networks';
UPDATE executives SET category = 'Energy / Utilities' WHERE current_company = 'Zoomly';
"UPDATE executives SET category = 'Software / SaaS' WHERE current_company = 'APS Management | Monday.com, Sales CRM et Quickbooks Online';"
UPDATE executives SET category = 'Nonprofit / Social Impact' WHERE current_company = 'Thomson Reuters M̩xico';
UPDATE executives SET category = 'Pharmaceuticals' WHERE current_company = 'IDC Engineering';
UPDATE executives SET category = 'Retail / E-Commerce' WHERE current_company = 'ExxonMobil Lubricants Private Limited';
UPDATE executives SET category = 'Retail / E-Commerce' WHERE current_company = 'Target Group';
UPDATE executives SET category = 'Software / SaaS' WHERE current_company = 'Intuit QuickBooks Training by Real World Training';
UPDATE executives SET category = 'Insurance' WHERE current_company = 'Subway Franchisee Advertising Fund Trust';
UPDATE executives SET category = 'Consumer Goods' WHERE current_company = 'SERVEX ENGINEERING Co | EcoXpert Partner Schneider Electric Egypt';
UPDATE executives SET category = 'Software / SaaS' WHERE current_company = 'American Express Saudi Arabia';
UPDATE executives SET category = 'Pharmaceuticals' WHERE current_company = 'SAP Consulting';
UPDATE executives SET category = 'Energy / Utilities' WHERE current_company = 'Zapier';
UPDATE executives SET category = 'Consumer Goods' WHERE current_company = '3B for Salesforce';
UPDATE executives SET category = 'Software / SaaS' WHERE current_company = 'Neway Valve';
